h1,p
Código Penal AguascalientesArtículo 194. Uso indebido de llamadas telefónicas para movilizar sistemas de respuesta de emergencia,"I. Permitir o realizar mensajes o llamadas, sin que exista necesidad o justificación, a cualquier sistema de respuesta de llamadas telefónicas de emergencia o su equivalente que preste este tipo de servicios; o"
Código Penal AguascalientesArtículo 194. Uso indebido de llamadas telefónicas para movilizar sistemas de respuesta de emergencia,"II. Permitir o realizar una llamada telefónica a los sistemas de respuesta de llamadas telefónicas de emergencias o su equivalente para dar un aviso falso de alerta, emergencia, ayuda a un particular o cualquier otra situación que genere la movilización o presencia del cuerpo de bomberos, personal de emergencias médicas, personal de protección civil o elementos de las corporaciones de seguridad pública."
Código Penal AguascalientesArtículo 194. Uso indebido de llamadas telefónicas para movilizar sistemas de respuesta de emergencia,"Al responsable del Uso Indebido de Llamadas Telefónicas para movilizar los sistemas de respuesta de emergencia se le aplicarán de 6 meses a 2 años de prisión y de 50 a 100 días multa, así como el pago total de la reparación del daño y los perjuicios ocasionados."
Código Penal AguascalientesArtículo 194. Uso indebido de llamadas telefónicas para movilizar sistemas de respuesta de emergencia,"Tratándose de la conducta prevista en la Fracción II de este Artículo, se impondrán de 3 a 8 años de prisión y de 200 a 300 días multa y al pago total de los daños y perjuicios causados, si la conducta del infractor provoca un accidente o daños a consecuencia de su llamada falsa."
Código Penal AguascalientesArtículo 195. Homicidio culposo,"El Homicidio Culposo consiste en privar de la vida a un ser humano, por incumplimiento de un deber de cuidado que debía y podía haber observado el autor, según sus condiciones personales y las circunstancias de realización del hecho."
Código Penal AguascalientesArtículo 195. Homicidio culposo,"Al responsable de Homicidio Culposo se le aplicarán de 3 a 7 años de prisión y de 25 a 175 días multa, al pago total de la reparación de los daños y perjuicios ocasionados, y privación de 1 a 3 años para ejercer profesión u oficio."
Código Penal AguascalientesArtículo 195. Homicidio culposo,"Si el Homicidio Culposo se comete por la conducción de vehículos de motor en estado de ebriedad o bajo el influjo de substancias tóxicas que produzcan en el inculpado efectos similares, se aplicarán al responsable de 5 a 15 años de prisión, de 50 a 180 días multa, al pago total de la reparación de los daños y perjuicios ocasionados, así como inhabilitación para obtener licencia para conducir de 2 a 5 años, o en su caso, suspensión de la licencia para conducir de 2 a 5 años"
Código Penal AguascalientesArtículo 196. Aborto culposo,"El Aborto Culposo consiste en provocar la muerte del producto de la concepción en cualquier momento de la preñez, por incumplimiento de un deber de cuidado que debía y podía haber observado el autor, según sus condiciones personales y las circunstancias de realización del hecho."
Código Penal AguascalientesArtículo 196. Aborto culposo,"Al responsable de Aborto Culposo se le aplicarán de 6 meses a 2 años de prisión y de 20 a 40 días multa, y al pago total de la reparación de los daños y perjuicios ocasionados."
Código Penal AguascalientesArtículo 196. Aborto culposo,"Si el Aborto Culposo se comete por la conducción de vehículos de motor en estado de ebriedad o bajo el influjo de substancias tóxicas que produzcan en el autor efectos similares, se aplicarán al responsable de 3 a 12 años de prisión, de 40 a 150 días multa, al pago total de la reparación de los daños y perjuicios ocasionados, así como inhabilitación para obtener licencia para conducir de 2 a 5 años, o en su caso, suspensión de la licencia para conducir de 2 a 5 años."
Código Penal AguascalientesArtículo 196. Aborto culposo,La punibilidad prevista en el presente Artículo no se aplicará si el aborto se causa por conducta culposa de la mujer embarazada.
Código Penal AguascalientesArtículo 197. Lesiones culposas,"Las Lesiones Culposas consisten en la alteración de la salud o la provocación de cualquier otro daño en el cuerpo humano, por incumplimiento de un deber de cuidado que debía y podía haber observado el autor, según sus condiciones personales y las circunstancias de realización del hecho."
Código Penal AguascalientesArtículo 197. Lesiones culposas,Al responsable de Lesiones Culposas se le aplicarán:
Código Penal AguascalientesArtículo 197. Lesiones culposas,"I. De 3 a 6 meses de prisión, de 10 a 50 días multa, y al pago total de la reparación de los daños y perjuicios ocasionados, si no ponen en peligro la vida y tardan en sanar menos o más de 15 días; o"
Código Penal AguascalientesArtículo 197. Lesiones culposas,"II. De 2 a 7 años de prisión, de 25 a 150 días multa, al pago total de la reparación de los daños y perjuicios ocasionados y privación de 1 a 2 años para ejercer profesión u oficio, si ponen en peligro la vida, independientemente del tiempo que tarden en sanar; si no ponen en peligro la vida y dejan a la víctima cicatriz notable y permanente o le provocan la disminución de facultades o el normal funcionamiento de órganos o miembros, o le producen incapacidad temporal de hasta un año para trabajar; o le provocan la pérdida definitiva de cualquier función orgánica, miembro, órgano o facultad; o le causan una enfermedad incurable o deformidad incorregible, o incapacidad de más de un año para trabajar."
Código Penal AguascalientesArtículo 197. Lesiones culposas,"Si las Lesiones Culposas se cometen por la conducción de vehículos de motor en estado de ebriedad o bajo el influjo de substancias tóxicas que produzcan en el autor efectos similares, se aplicarán al responsable de 3 a 12 años de prisión, de 40 a 150 días multa, al pago total de la reparación de los daños y perjuicios ocasionados."
Código Penal AguascalientesArtículo 197. Lesiones culposas,"Al responsable de la conducta referida en el párrafo anterior, también se le sancionará con la inhabilitación para obtener licencia para conducir de 2 a 5 años, o en su caso, suspensión de la licencia para conducir de 2 a 5 años"
Código Penal AguascalientesArtículo 198. Daño en las cosas culposo,"El Daño en las Cosas Culposo consiste en la destrucción o deterioro de cosa ajena o propia, en perjuicio de otro, por incumplimiento de un deber de cuidado que debía y podía haber observado el autor, según sus condiciones personales y las circunstancias de realización del hecho."
Código Penal AguascalientesArtículo 198. Daño en las cosas culposo,"Al responsable de Daño en las Cosas Culposo se le aplicarán de 3 meses a 2 años de prisión, de 15 a 100 días multa, al pago total de la reparación de los daños y perjuicios ocasionados."
Código Penal AguascalientesArtículo 198. Daño en las cosas culposo,"Si el Daño en las Cosas Culposo se comete por la conducción de vehículos de motor en estado de ebriedad o bajo el influjo de substancias tóxicas que produzcan en el autor efectos similares, se aplicarán al responsable de 2 a 5 años de prisión, de 40 a 150 días multa, al pago total de la reparación de los daños y perjuicios ocasionados, así como inhabilitación para obtener licencia para conducir de 2 a 5 años, o en su caso, suspensión de la licencia para conducir de 2 a 5 años"
Código Penal AguascalientesArtículo 199. Ataques a las vías de comunicación y a los medios de transporte culposos,"Los Ataques a las Vías de Comunicación y a los Medios de Transporte Culposos consisten en la interrupción total o parcial que se haga a los servicios de comunicación y de transporte locales o la destrucción o inutilización de una señal establecida para la seguridad de las vías de comunicación o medios de transporte, por incumplimiento de un deber de cuidado que debía y podía haber observado el autor, según sus condiciones personales y las circunstancias de realización del hecho."
Código Penal AguascalientesArtículo 199. Ataques a las vías de comunicación y a los medios de transporte culposos,"Para la adecuada aplicación de la presente figura típica, se entiende por vías de comunicación, las de tránsito destinadas habitualmente al uso público, sea quien fuere el propietario y cualquiera que fuere el medio de locomoción que se utilice en ellas."
Código Penal AguascalientesArtículo 199. Ataques a las vías de comunicación y a los medios de transporte culposos,"Al responsable de Ataques a las Vías de Comunicación y a los Medios de Transporte Culposos se le aplicarán de 3 meses a 2 años de prisión y de 10 a 200 días multa, y al pago total de la reparación de los daños y perjuicios ocasionados"
Código Penal AguascalientesArtículo 200. Atentados al equilibrio ecológico culposos,"Los Atentados al Equilibrio Ecológico Culposos consisten en desechar, descargar, o realizar actos con materiales o residuos que ocasionen o puedan ocasionar daños; o despedir o descargar en la atmósfera, gases, humos y polvos que ocasionen o puedan ocasionar daños; o descargar, depositar o infiltrar aguas residuales, desechos o contaminantes en los suelos, ríos, cuencas, vasos y demás depósitos o corrientes de agua, que ocasionen o puedan ocasionar graves daños a la salud pública, la flora, la fauna o los ecosistemas del Estado, rebasando los límites fijados en las normas técnicas propuestas por la Ley de Protección Ambiental para el Estado de Aguascalientes, por incumplimiento de un deber de cuidado que debía y podía haber observado el autor, según sus condiciones personales y las circunstancias de realización del hecho."
